year,TeamID,opexpperpart_men,opexpperteam_men,rev_men,exp_men,opexpperpart_men
2022,1247,28773,460371,2422705,2422705,
2022,1248,6955,104318,1664211,1664211,
2022,1250,4712,65962,1420686,1420686,
2022,1338,70304,1195173,9375767,7960631,
2022,1352,13545,230273,1832450,1832450,
2022,1386,47188,755003,4137001,4137001,
2022,1396,62305,934568,5281968,5281968,
2022,1437,108777,1522877,12019905,12019905,
2022,1136,9276,166965,1687340,1687340,
2022,1344,104047,1352609,8875013,8875013,
2022,1348,72041,1080609,3561318,3634477,
2022,1158,19615,294222,2630387,2630387,
2022,1155,43668,655019,6274665,6274665,
2022,1376,50988,764826,7726175,6612640,
2022,1157,21106,337701,1860040,1860040,
2022,1354,13602,108813,968345,698345,
2022,1457,11606,174086,1713293,1599188,
2022,1459,12697,203147,1615320,1615320,
2022,1355,18452,239876,1268514,1268514,
2022,1122,19238,288577,1721418,1526802,
2022,1125,16197,226759,2386455,2386454,
2022,1252,17755,284080,1720756,1720756,
2022,1190,19355,329037,1878361,1878361,
2022,1272,111610,1562541,6486993,6486993,
2022,1292,27582,413724,2499485,2499485,
2022,1435,68571,1165711,10399670,10399670,
2022,1101,22086,331290,1737429,1531693,
2022,1124,128169,2050710,10599030,10599030,
2022,1394,22036,352571,1712017,1712017,
2022,1222,64856,972839,7460535,7460535,
2022,1249,14650,205104,1390213,1390213,
2022,1317,45278,633893,2786596,2786596,
2022,1341,14199,255579,1055996,1055996,
2022,1358,12146,182193,1112241,1112241,
2022,1374,59478,832691,6421688,6421688,
2022,1372,33164,431129,1832779,1832779,
2022,1426,14855,326800,1949904,1949904,
2022,1400,50417,857087,10349523,17483966,
2022,1431,44123,661849,4944131,3534346,
2022,1395,65807,1184530,11783793,11046799,
2022,1427,18887,321086,2100125,2100125,
2022,1411,7100,113597,1553747,1553747,
2022,1403,119420,1671881,12375058,8887157,
2022,1140,69331,1178633,3651391,5642195,
2022,1429,23721,830228,4821929,4821929,
2022,1428,32767,589811,3834221,8475318,
2022,1451,18339,311771,1651818,1651818,
2022,1436,7586,121378,1798674,1862012,
2022,1206,40327,645227,3690897,3690897,
2022,1214,7124,113980,1058022,817452,
2022,1241,18803,282046,3357397,3357397,
2022,1251,61986,991782,4068580,4068580,
2022,1255,18416,313070,1558971,1535316,
2022,1313,16951,237314,1513289,1513289,
2022,1330,38363,498715,2710776,2710776,
2022,1347,12606,201693,1538143,1538143,
2022,1350,38314,651333,4201481,4201481,
2022,1439,39544,632706,9460193,5465384,
2022,1433,67675,947452,7816274,5883023,
2022,1438,54009,1026171,10259903,10259903,
2022,1186,10067,171140,1137337,1013852,
2022,1211,81704,1470672,10858865,9105908,
2022,1450,64674,970116,3897205,5630389,
2022,1267,26517,450786,2284079,2284079,
2022,1452,88640,1329607,3730048,7499341,
2022,1266,203240,3251845,12049874,11457181,
2022,1453,14095,225517,1525666,1525666,
2022,1458,73822,1181149,9831234,6200287,
2022,1454,15185,258142,1975999,1975999,
2022,1461,33370,433810,2984562,3002971,
2022,1390,60456,967293,6660155,6660155,
2022,1345,93490,1402346,9121567,6605655,
2022,1195,12224,207802,1440062,1440062,
2022,1336,6283,1639788,9695019,7583437,
