year,TeamID,opexpperpart_men,opexpperteam_men,rev_men,exp_men,opexpperpart_men
2016,1243,82034,1394579,8873516,6505118,
2016,1455,77902,1324340,6847403,5738315,
2016,1184,24870,397925,1934101,1934101,
2016,1207,4564,63899,602994,602994,
2016,1246,182129,2914070,24684543,20009991,
2016,1257,138965,2223442,45835799,16782522,
2016,1287,25179,428050,1471521,1471521,
2016,1293,19885,278384,3427973,2159034,
2016,1297,25619,384290,1581284,1581284,
2016,1443,29550,443245,2464267,2464267,
2016,1261,68811,1100968,7995454,6062843,
2016,1270,10058,160922,709794,709794,
2016,1309,12721,203537,1355333,826656,
2016,1322,6188,160896,1076458,1076458,
2016,1368,13247,238437,1101812,1101812,
2016,1380,9965,189344,806314,806314,
2016,1418,34003,578053,2030194,2030194,
2016,1164,10147,162352,864108,864108,
2016,1259,18809,300940,2032940,2032940,
2016,1420,16632,282737,1246647,1246647,
2016,1268,102433,1536500,16720500,7308359,
2016,1288,30647,520998,1756849,1347353,
2016,1130,105184,1682940,6805525,5683020,
2016,1131,24272,339806,2309050,2309050,
2016,1217,12506,225111,1324199,1324199,
2016,1221,18365,293846,2586520,2586520,
2016,1318,36522,438261,2681380,2681380,
2016,1141,16422,312024,1746177,1746177,
2016,1178,41008,533098,2687148,2639524,
2016,1276,95996,1439933,14192368,7475989,
2016,1277,172911,2766582,17836717,10696689,
2016,1324,25444,381662,2045596,1767625,
2016,1444,28341,425120,2253608,2253609,
2016,1278,113570,1817115,12890066,9049050,
2016,1108,9574,162762,652804,652804,
2016,1238,7375,140131,642100,642100,
2016,1290,9550,181453,881167,491782,
2016,1280,80205,1122864,6322580,5167067,
2016,1379,24199,338782,1777758,1777758,
2016,1281,102407,1433703,11607812,5746352,
2016,1387,5618,95500,706441,650948,
2016,1449,4669,112046,407595,385604,
2016,1286,25046,325604,1610004,1647178,
2016,1285,29108,407517,1440889,1720551,
2016,1166,61685,1048639,6533960,6533960,
2016,1304,109732,1645979,8853129,6521834,
2016,1424,56070,841055,3817485,3817485,
2016,1305,39760,516876,3593812,2161877,
2016,1192,12353,160591,1459128,1459128,
2016,1284,21940,351038,1837106,1837106,
2016,1343,13063,313516,1260936,1260936,
2016,1353,84584,1353340,5790981,5083432,
2016,1371,87031,1218431,6752792,6752792,
2016,1307,63092,946382,6101069,3538650,
2016,1308,53412,1121643,2937179,2937179,
2016,1159,15196,273521,1733114,1733114,
2016,1165,9484,161234,963947,963947,
2016,1233,17818,285090,2162934,2162934,
2016,1264,34469,482568,1995054,1995054,
2016,1310,17021,255319,1402822,1402822,
2016,1373,21578,366832,2516769,2516769,
2016,1385,66347,1127898,10511821,10511821,
2016,1107,27230,408443,2047143,1575462,
2016,1127,15491,247853,1611797,1613641,
2016,1138,32392,485876,2100440,2100440,
2016,1392,42073,504875,1736920,2048349,
2016,1393,175846,2637683,29354167,13344977,
2016,1447,23700,308099,1609794,1549575,
2016,1111,22887,366186,1462971,1462971,
2016,1172,39867,637870,2572475,2623761,
2016,1181,177086,2656283,33772145,19860851,
2016,1205,9603,144042,1518529,1164695,
2016,1299,19606,352911,1327361,1329342,
2016,1421,11896,214124,935727,935727,
2016,1314,131591,1973858,20771541,7470178,
2016,1150,36702,550524,2469283,2469283,
2016,1422,18347,275212,1559519,1374954,
2016,1300,18902,302427,1454222,1454222,
2016,1301,79246,1267929,13503773,7679348,
2016,1448,68408,1299745,7492904,7374832,
2016,1315,25839,439268,1143095,1143095,
2016,1295,23443,398538,1351874,1351874,
2016,1103,29292,439379,2515053,2515053,
2016,1153,138338,1798392,7594044,7594044,
2016,1156,19309,328247,2284549,2284549,
2016,1173,75866,1365589,12007316,4757973,
2016,1245,20189,323031,912047,1886686,
2016,1275,21118,380132,2235364,2235364,
2016,1326,150560,1957282,24060718,8987900,
2016,1325,26886,430180,2561849,2781177,
2016,1460,23649,425673,2126331,2126331,
2016,1462,105145,1787460,12100195,5518383,
2016,1329,78087,1249397,11730649,7898911,
2016,1331,38320,536486,2749764,2498783,
2016,1409,70254,1053811,6138395,6138395,
2016,1333,15864,301411,5365948,4672485,
2016,1332,80667,1210004,8307937,6798884,
2016,1340,17329,294590,1172157,1172157,
2016,1137,24919,348868,2120705,2120705,
2016,1180,43290,562776,2609540,2429922,
2016,1247,58823,823517,3246080,3246080,
2016,1248,15310,229655,1875510,1875510,
2016,1250,13062,208999,1541059,1541059,
2016,1335,20614,329830,1327446,1327446,
2016,1338,112919,1806709,14926723,8621103,
2016,1352,27146,434340,1920127,1920127,
2016,1386,61375,859246,3871346,3871346,
2016,1396,94295,1320125,4934506,4934506,
2016,1437,191891,2878370,10373661,8171404,
2016,1136,17724,265862,1777394,1777394,
2016,1344,124575,1744046,7308255,7308255,
2016,1348,73583,1030167,3672596,3652260,
2016,1158,43635,654530,2540644,2540644,
2016,1155,86029,1118379,6670724,5397238,
2016,1376,73266,1025728,8795178,6852555,
2016,1157,24560,343844,1759463,1759463,
2016,1354,16740,234362,831561,831561,
2016,1457,9374,178109,1480302,1480302,
2016,1459,26054,416862,1486445,1486445,
2016,1355,30870,493920,1345852,1345852,
2016,1122,12831,179633,1162787,1125715,
2016,1125,22939,344082,2487569,2439284,
2016,1252,19068,286023,1976642,1976642,
2016,1190,9592,134285,1778577,1649873,
2016,1272,154093,2157306,8370412,8370412,
2016,1292,34638,554211,2500195,2500195,
2016,1435,85719,1200064,9919002,9919002,
2016,1101,19486,292284,1064750,1064750,
2016,1124,115724,1735859,8194470,8194470,
2016,1394,26426,449243,1437925,1437925,
2016,1222,45224,678365,3905404,3905404,
2016,1249,19968,299520,1439015,1439015,
2016,1317,32842,459787,2457390,2108980,
2016,1341,14777,221653,822352,822352,
2016,1358,16137,274331,1020883,1020883,
2016,1374,80021,1200316,6416266,6416266,
2016,1372,33265,432445,1949288,1949288,
2016,1426,29191,467060,1420272,1420272,
2016,1400,146479,2783100,16679102,11301014,
2016,1431,44181,795260,3714108,3432998,
2016,1395,61927,1114691,7564141,7564141,
2016,1427,24687,394987,1399636,1399636,
2016,1411,7354,110304,1847293,1430742,
2016,1403,84833,1272499,7241685,5844904,
2016,1429,21269,680598,3375417,3375417,
2016,1428,95363,1430452,8343112,6103014,
2016,1451,24717,395477,1537906,1537906,
2016,1436,23337,326720,1871031,1641253,
2016,1206,45177,677660,4081042,4081042,
2016,1214,18414,331457,1127769,1127869,
2016,1241,36558,548364,2957421,2957421,
2016,1251,21877,306282,2761599,2761599,
2016,1255,20080,301206,1823297,1511021,
2016,1313,17315,259720,1244336,1244336,
2016,1330,65557,1048904,3345670,3345670,
2016,1347,15031,255521,1308719,1308719,
2016,1350,88150,1410396,4928859,4928859,
2016,1439,73858,1107875,9159034,9238871,
2016,1433,70692,989692,8325602,5584380,
2016,1438,81382,1464873,9954632,7621600,
2016,1186,19517,292753,1336219,1336219,
2016,1211,103903,1766359,12185320,7362669,
2016,1450,56391,958640,5258713,4852535,
2016,1267,52036,728497,2465256,2385914,
2016,1452,189155,3215631,6416996,9549182,
2016,1266,276541,3041955,15335107,9062732,
2016,1453,28350,368545,1683384,1683384,
2016,1458,162242,2595872,21309114,7473012,
2016,1454,23564,400595,2157251,2157251,
2016,1461,43649,698376,3593642,3123275,
2016,1390,42656,810463,6932561,5138665,
2016,1345,104148,1562215,9869091,6910907,
2016,1195,18313,311325,1462960,1462960,
2017,1105,10212,194031,1211095,817868,
2017,1412,59612,774951,4189826,4189826,
2017,1106,9532,162040,977453,859867,
2017,1104,98669,1480031,14446339,8577428,
2017,1120,80349,1285584,11662504,8821985,
2017,1240,3115,56071,1111582,1111582,
2017,1375,21431,342896,1947489,1754970,
2017,1407,10834,151672,1353567,1355678,
2017,1112,189409,2841141,21726050,11761006,
2017,1213,35563,675691,4306041,4306041,
2017,1114,47657,762514,1722502,2283345,
2017,1116,121465,1821979,16043220,8702745,
2017,1115,1760,26394,507962,507962,
2017,1142,28230,451676,2095472,2095472,
2017,1167,29691,415675,1697054,1697054,
2017,1201,67037,1139627,3234934,3234934,
2017,1168,21674,325114,1480600,1480600,
2017,1253,28148,450360,2717429,2717429,
2017,1169,25632,487008,2077745,2060900,
2017,1143,99327,1688561,8316795,8658628,
2017,1413,19989,299829,1862783,1862783,
2017,1414,35536,568581,2959823,2825452,
2017,1417,132522,2120347,11318447,9032540,
2017,1364,23488,446269,2453112,2453112,
2017,1334,16605,265684,2558711,2558711,
2017,1337,23127,370032,2561072,2561072,
2017,1361,56084,1065588,7819546,5734713,
2017,1360,24059,336826,2513504,2513504,
2017,1362,25673,462108,4205606,4205606,
2017,1388,28744,431164,2956340,2956340,
2017,1425,77932,1091048,4948398,5266779,
2017,1161,60080,781043,4264867,4264867,
2017,1294,23251,395266,1490726,1490726,
2017,1148,9353,140288,1943091,1511666,
2017,1163,139305,2925414,10423801,9516308,
2017,1216,21557,323349,2257904,2257904,
2017,1463,13328,239895,1255431,1229771,
2017,1175,20582,391065,1521971,1521971,
2017,1174,17429,261440,2328346,2328346,
2017,1110,22842,342626,1934639,1934639,
2017,1203,33916,440903,2915197,2915197,
2017,1416,47210,660939,3490569,3166282,
2017,1197,13719,219504,1068173,1068173,
2017,1194,47422,758756,1077865,2598852,
2017,1199,133464,2001953,12263221,11730040,
2017,1196,117468,1879482,13290354,6718902,
2017,1274,166129,2159678,6475314,7118296,
2017,1316,30356,424990,1538518,1538518,
2017,1378,61337,920060,5701910,4711026,
2017,1210,102314,1432401,6234500,6329728,
2017,1209,32446,486685,2261334,2261334,
2017,1208,90002,1260026,9104434,6338487,
2017,1273,22698,340469,1883578,1883578,
2017,1218,41823,627347,2974160,2813078,
2017,1129,45443,681640,4003168,2503447,
2017,1133,37340,485415,3128419,3128419,
2017,1177,55665,946311,5569062,5569062,
2017,1227,28120,421799,1756512,2231609,
2017,1228,92718,1483492,16671800,7341910,
2017,1260,26955,458227,2745553,2745553,
2017,1321,94375,1321254,14140342,6771619,
2017,1139,69993,979904,4833562,4833565,
2017,1237,26602,399025,1564479,1564479,
2017,1232,37087,519221,1832975,1832975,
2017,1231,191013,2865197,23094923,12129479,
2017,1323,144099,2017386,3358680,6816663,
2017,1434,37883,568243,2720863,2666213,
2017,1179,51262,768933,2286284,2472212,
2017,1235,126135,1765893,10767763,6885453,
2017,1234,104731,1780423,9097984,7218539,
2017,1320,37877,568154,2899699,2899699,
2017,1242,147032,2499549,18020944,11636720,
2017,1243,81049,1377834,9370870,6772157,
2017,1455,68102,1293947,8662678,6920933,
2017,1184,14621,263184,1898072,1898072,
2017,1207,2652,45090,604791,604791,
2017,1246,175543,2633149,27239237,18910412,
2017,1257,187960,2819403,45632816,17900031,
2017,1287,24777,371650,1495716,1495716,
2017,1293,21686,281916,3807149,2218712,
2017,1297,23521,352813,1623294,1623294,
2017,1443,42321,634821,2759058,2759058,
2017,1261,85542,1197593,8676366,6325362,
2017,1270,14342,229469,819396,819396,
2017,1309,15353,245653,954002,954002,
2017,1322,6746,155152,1023827,1023827,
2017,1368,10635,202060,978938,978939,
2017,1380,14165,226637,883227,883227,
2017,1418,30732,614649,2332684,2332684,
2017,1164,12751,191262,738712,738712,
2017,1259,24318,340453,2048853,2048853,
2017,1420,20312,284372,1485381,1485381,
2017,1268,105696,1585439,17144695,7622707,
2017,1288,27534,440550,1673875,1363395,
2017,1130,102797,1541954,6947674,6024594,
2017,1131,22087,353397,1758899,2093165,
2017,1217,14524,232385,1296186,1296186,
2017,1221,32475,552074,2403572,2403572,
2017,1318,32285,419710,2913795,2913795,
2017,1141,25100,476896,1646267,1646267,
2017,1178,33808,439499,2845190,2467735,
2017,1276,115058,1840931,16776377,8920109,
2017,1277,140214,2383641,17639546,10432557,
2017,1324,46935,563220,2292638,2111833,
2017,1444,28958,405411,2183818,2183818,
2017,1278,108167,1730664,12588830,8156541,
2017,1108,6887,123962,629683,629683,
2017,1238,6147,116796,619321,619321,
2017,1290,8819,185193,749117,505795,
2017,1280,73845,1181524,7390683,6111629,
2017,1379,24308,388924,1808186,1808186,
2017,1281,86465,1556363,9338577,5963284,
2017,1387,4671,84083,618308,614951,
2017,1449,5950,136841,415421,407162,
2017,1286,19213,365040,1494003,1679625,
2017,1285,26593,425491,1484257,1678354,
2017,1166,65627,1115652,7264599,7264599,
2017,1304,123161,1847422,10441267,7329386,
2017,1424,75073,1201161,5386263,5386263,
2017,1305,34320,617761,4530695,2288942,
2017,1192,15132,211846,1695086,1695086,
2017,1284,21269,361565,2054441,2054441,
2017,1343,20322,325156,1117914,1117914,
2017,1353,115360,1730394,6147089,6147089,
2017,1371,75487,1056812,6264583,6264583,
2017,1307,64348,1029571,5961717,3736179,
2017,1308,79482,1112744,3003045,3003045,
2017,1159,21747,326201,1821178,1821178,
2017,1165,9095,172811,792795,792795,
2017,1233,20246,303689,2308176,2308176,
2017,1264,28229,451656,2097510,2097510,
2017,1310,19662,294937,1622963,1622963,
2017,1373,69597,1113553,3083128,3083128,
2017,1385,97015,1455221,9167279,9167279,
2017,1107,18311,256349,2037503,1621247,
2017,1127,16733,250995,1590639,1590639,
2017,1138,38656,579845,2054470,2054470,
2017,1392,58582,820153,2015458,2435574,
2017,1393,121948,2195068,26889157,13876720,
2017,1447,26703,347142,1619380,1597445,
2017,1111,21041,441860,1588454,1588454,
2017,1172,32864,558687,2659875,2799370,
2017,1181,191782,2493170,31033555,17890632,
2017,1205,10877,184908,1505676,1505676,
2017,1299,14613,292252,1355182,1355182,
2017,1421,22767,318742,934569,934569,
2017,1314,106253,2125061,21342328,8667111,
2017,1150,54346,869534,3280507,3280507,
2017,1422,20645,350970,1506556,1506556,
2017,1300,21695,368808,1752803,1752803,
2017,1301,106545,1385085,13634015,8714435,
2017,1448,88339,1678438,7685562,7647068,
2017,1315,29476,442138,1579108,1579108,
2017,1295,22164,332467,1417450,1417450,
2017,1103,27842,528989,3088920,3088920,
2017,1153,127114,1652482,7421986,7421986,
2017,1156,17824,303007,2172463,2172463,
2017,1173,88157,1586831,13476297,5000454,
2017,1245,32882,526104,2152644,2152644,
2017,1275,29109,465747,2329719,2329719,
2017,1326,146454,1903906,19872727,9142079,
2017,1325,33365,500478,2687743,3101150,
2017,1460,33461,501909,2445427,2445427,
2017,1462,100229,1703887,12346880,5710021,
2017,1329,79978,1279651,11001125,7478661,
2017,1331,39492,671359,3129121,2741483,
2017,1409,68921,1102732,6174244,6174244,
2017,1333,53114,849828,5834462,5498174,
2017,1332,103707,1555607,8955456,7785909,
2017,1340,17075,290274,1284182,1284182,
2017,1137,25256,353589,2172546,2172546,
2017,1180,28018,420271,2926278,2618412,
2017,1247,42436,594098,2946555,2946555,
2017,1248,14809,207325,1816334,1816334,
2017,1250,13106,183483,1482439,1482439,
2017,1335,21169,338703,1546923,1546923,
2017,1338,118761,1900177,15794627,8799110,
2017,1352,25761,412169,1962797,1962797,
2017,1386,19042,342749,4208092,4208092,
2017,1396,98961,1385457,5920903,5920903,
2017,1437,175069,3151237,11382110,9447198,
2017,1136,19589,293831,1796753,1796753,
2017,1344,133686,1871609,7907240,7907240,
2017,1348,80758,1130610,4286329,4286329,
2017,1158,33336,500035,2180876,2180876,
2017,1155,101555,1523323,8967700,6403541,
2017,1376,72830,1165279,9647770,7080820,
2017,1157,33685,437906,1882982,1882982,
2017,1354,15160,212245,1208555,806005,
2017,1457,8034,136571,1303194,1303194,
2017,1459,19371,290566,1506228,1506228,
2017,1355,28154,450471,1443001,1443001,
2017,1122,18541,278109,1338794,1304155,
2017,1125,26380,422077,2951040,2951040,
2017,1252,18709,280640,1756611,1756611,
2017,1190,13327,213228,1818542,1818542,
2017,1272,166466,2829927,11226419,11226419,
2017,1292,35574,711481,2726526,2726526,
2017,1435,95985,1439776,9171563,8181142,
2017,1101,21836,327540,1109152,1109152,
2017,1124,97224,1750027,8837724,8837724,
2017,1394,32240,515846,1680402,1680402,
2017,1222,73765,958947,6023125,6023125,
2017,1249,22015,330231,1377911,1377911,
2017,1317,39121,586813,2807582,2433472,
2017,1341,10403,208067,910637,910637,
2017,1358,15463,247405,1087458,1087458,
2017,1374,99980,1199758,7086547,7086547,
2017,1372,39930,638873,2188109,2188109,
2017,1426,33290,499352,1549654,1549654,
2017,1400,182017,2730256,17982782,10271419,
2017,1431,54346,923888,4736010,3623777,
2017,1395,101489,1319363,10398422,11256999,
2017,1427,29937,449055,1791403,1791403,
2017,1411,5817,81439,1400553,1400553,
2017,1403,90451,1356759,7057773,7348405,
2017,1429,22065,661947,3363296,3363296,
2017,1428,112356,1685340,8876677,8053466,
2017,1451,33998,543975,1799880,1799880,
2017,1436,27872,390207,2002825,1579502,
2017,1206,47406,711088,3342681,3342681,
2017,1214,3018,66388,1154030,1154030,
2017,1241,40211,562959,3483621,3483621,
2017,1251,30280,423916,3720371,3720371,
2017,1255,20413,326605,1919660,1466648,
2017,1313,19348,290224,1170179,1170179,
2017,1330,68685,1098962,3583117,3583117,
2017,1347,12509,212661,1327458,1327458,
2017,1350,87550,1313254,4849596,4849596,
2017,1439,87712,1315685,10901266,9478661,
2017,1433,80818,1212275,7996470,5676415,
2017,1438,108069,2053304,10326281,8644445,
2017,1186,22179,377036,1564917,1564917,
2017,1211,98967,1484512,12063064,7261657,
2017,1450,75190,1052656,5557614,5118153,
2017,1267,44028,704452,2400482,2333564,
2017,1452,173556,2776903,6216753,9322717,
2017,1266,289433,4052068,18307330,11308266,
2017,1453,29797,417154,1776757,1776757,
2017,1458,110111,1981996,22808750,9834445,
2017,1454,23945,407063,2877237,2877237,
2017,1461,50240,753596,3649309,3702699,
2017,1390,49221,787540,6847588,5727840,
2017,1345,102283,1636525,10375722,7243691,
2017,1195,25702,436940,1723011,1723011,
2018,1105,15111,226663,824939,824939,
2018,1412,56111,729441,3369190,3357016,
2018,1106,5384,86146,815998,815998,
2018,1104,122080,1831200,15003656,9681264,
2018,1120,75933,1594593,9900612,9632816,
2018,1240,22772,364349,1616369,1616369,
2018,1375,27647,469997,2054100,1818722,
2018,1407,17303,259547,2569292,2628993,
2018,1112,206080,3091204,23434825,9852596,
2018,1213,40223,724011,4340799,4340799,
2018,1114,35126,597147,1888655,2196669,
2018,1116,163309,2286322,16332876,9790947,
2018,1115,19031,285463,853508,853508,
2018,1142,25479,407671,1973618,1973618,
2018,1167,35970,539552,2092139,2092139,
2018,1201,43670,829736,3291010,3291010,
2018,1168,21472,322073,1685827,1695827,
2018,1253,32273,484089,2549979,2549979,
2018,1169,26205,471687,2200211,2143345,
2018,1143,71841,1293136,10443327,7559603,
2018,1413,28694,430414,2211257,2211257,
2018,1414,32704,523256,2777164,2777164,
2018,1417,184634,2769514,13416856,9856861,
2018,1364,19824,337016,2511546,2511546,
2018,1334,46535,837634,3684884,3684884,
2018,1337,27182,462101,2830636,2830636,
2018,1361,124753,2120793,6453937,5924498,
2018,1360,24975,374625,2613793,2613793,
2018,1362,45806,687088,4254947,4254947,
2018,1388,52043,780651,3467559,3467559,
2018,1425,78476,1098665,5457322,5775866,
2018,1161,50491,858345,4512525,4512525,
2018,1294,22111,375881,1606319,1606319,
2018,1148,10590,148265,1859470,1525439,
2018,1163,120653,2533721,13798668,9575666,
2018,1216,20466,286530,1802793,1802793,
2018,1463,13741,219849,1398300,1327034,
2018,1175,14585,291700,1366710,1366710,
2018,1174,25035,350488,2472966,2472966,
2018,1110,18507,277606,1999512,1999512,
2018,1203,35304,494251,2943015,2943015,
2018,1416,58570,937122,4155621,4425044,
2018,1197,10957,153395,892829,892829,
2018,1194,38200,572998,2063811,2063811,
2018,1199,143192,2577457,13252028,11029101,
2018,1196,136978,1917690,14200425,7207469,
2018,1274,153030,1989392,10868814,7547589,
2018,1316,21452,321785,1456345,1456345,
2018,1378,39293,589401,5249672,4925942,
2018,1210,113410,1814567,7284387,8891673,
2018,1209,26162,392431,2421793,2421793,
2018,1208,94343,1415144,9459251,6237492,
2018,1273,17823,285163,1793214,1793214,
2018,1218,26454,396809,2790526,2790526,
2018,1129,55498,776972,3688228,2821386,
2018,1133,24967,374508,3359417,3359417,
2018,1177,47210,755360,5533811,5533811,
2018,1227,29140,495377,2417955,2417955,
2018,1228,81756,1308101,15827099,10404451,
2018,1260,31277,594257,2821576,2821576,
2018,1321,129765,1816709,14581162,8549357,
2018,1139,80514,1127194,6198953,5489704,
2018,1237,27734,471480,1556965,1556965,
2018,1232,29385,440776,1884192,1866603,
2018,1231,155313,2485006,24560829,12855019,
2018,1323,140914,1972790,3896784,6793853,
2018,1434,46363,602724,2504241,2397794,
2018,1179,35042,525625,2696721,2933596,
2018,1235,108882,1633225,13604289,6858775,
2018,1234,107937,1619056,9707864,7215672,
2018,1320,29110,465767,2856369,2856369,
2018,1242,143295,2149420,18266319,11126047,
2018,1243,125977,2141603,9192918,7354065,
2018,1455,69793,1186482,7426190,6380482,
2018,1184,16566,281621,1588554,1588554,
2018,1207,3231,51691,867520,867520,
2018,1246,186544,2798158,27965227,19180059,
2018,1257,152654,2289807,43960492,17065364,
2018,1287,18148,254074,1291001,1291001,
2018,1293,23585,283024,3114154,1957966,
2018,1297,31292,500668,1829151,1829151,
2018,1443,37104,556566,2618066,2618066,
2018,1261,65226,978387,8135734,6516369,
2018,1270,15040,210558,882648,874651,
2018,1309,15866,269717,983254,983254,
2018,1322,9335,242697,1166539,1166539,
2018,1368,14240,227837,1195047,1195047,
2018,1380,14135,254423,899950,899950,
2018,1418,29976,569538,2278475,2278475,
2018,1164,13426,174543,827058,827058,
2018,1259,25172,377586,2137410,2137410,
2018,1420,26034,338440,1548500,1548500,
2018,1268,85740,1371837,17741322,7442558,
2018,1288,42219,548845,1948862,1474776,
2018,1130,90739,1451823,6814030,6212181,
2018,1131,20339,325427,1604601,2521092,
2018,1217,11347,226949,1363485,1363485,
2018,1221,20926,334815,2117804,2117804,
2018,1318,32842,361258,2740955,2740955,
2018,1141,25154,452773,1864613,1864613,
2018,1178,27072,433156,2502061,2350993,
2018,1276,97541,1658202,16913194,8800186,
2018,1277,143215,2577865,17548611,10975215,
2018,1324,22787,364589,2110672,2110672,
2018,1444,28808,432127,2374548,2374548,
2018,1278,128019,2048303,14172048,7997511,
2018,1108,7839,109746,465614,465614,
2018,1238,10254,184571,759210,759210,
2018,1290,10185,193524,897175,492545,
2018,1280,84357,1434074,7572191,6563856,
2018,1379,24513,416717,1835983,1835983,
2018,1281,99337,1490052,10065698,10065698,
2018,1387,5459,81888,648882,648882,
2018,1449,4905,122634,446279,415417,
2018,1286,21174,381140,1883577,2017363,
2018,1285,32734,523739,1645038,1935268,
2018,1166,76477,1223632,7665992,7665992,
2018,1304,120856,1691986,9812781,7448108,
2018,1424,69065,1035974,5888664,5888664,
2018,1305,54179,866860,5653559,3396777,
2018,1192,15770,220774,1641556,1641556,
2018,1284,25361,405769,2690690,2690690,
2018,1343,26131,601022,1579073,1579073,
2018,1353,77067,1233070,8168723,8168723,
2018,1371,75860,1137905,6011447,6011447,
2018,1307,32279,516457,4130599,4130599,
2018,1308,21099,400888,2391115,2391115,
2018,1159,14526,261461,1852481,1852481,
2018,1165,11268,214099,974135,974135,
2018,1233,39365,590473,2514963,2514963,
2018,1264,30573,458601,2337236,2337236,
2018,1310,27151,380111,1796129,1796129,
2018,1373,81845,1227670,3102278,3102278,
2018,1385,71766,1148259,8323127,8323127,
2018,1107,21648,303068,2217109,1853097,
2018,1127,16240,276074,1639092,1639092,
2018,1138,33416,501242,2214350,2214350,
2018,1392,41294,619407,2045144,2193596,
2018,1393,111080,2110527,29322084,13260311,
2018,1447,16807,235292,1533500,1533035,
2018,1111,29040,464645,1706179,1706179,
2018,1172,35643,605928,2594894,2638281,
2018,1181,196420,3142715,34398285,19507686,
2018,1205,22407,313704,1189273,1189273,
2018,1299,15993,319851,1245098,1245023,
2018,1421,16140,258236,1108175,1108175,
2018,1314,105332,1895969,21408475,10293415,
2018,1150,46122,737956,2771813,2771813,
2018,1422,18411,331395,1567728,1567728,
2018,1300,17099,324890,931046,1847936,
2018,1301,87477,1487112,14611434,9638081,
2018,1448,108960,1852314,8101958,7905826,
2018,1315,26707,400600,1645344,1645344,
2018,1295,22793,364683,1541048,1541048,
2018,1103,38120,609915,2958089,2958089,
2018,1153,122461,1714449,6970262,6970262,
2018,1156,24942,424007,2503813,2503813,
2018,1173,103407,1861323,14031059,5637549,
2018,1245,37394,560903,2348157,2348157,
2018,1275,30495,426928,2511964,2445194,
2018,1326,141189,1835458,18250063,9293589,
2018,1325,29463,500866,2596895,2944019,
2018,1460,31801,477020,3050260,3050260,
2018,1462,147677,2510504,12707109,7835880,
2018,1329,85804,1287060,11720028,6012456,
2018,1331,31472,472073,2620054,2357003,
2018,1409,46635,839430,6130964,6130964,
2018,1333,75382,1130725,6321026,6321026,
2018,1332,109483,1970687,11149777,9229004,
2018,1340,19568,293526,1327806,1327806,
2018,1137,44181,574352,2544585,2544585,
2018,1180,24164,434954,2861372,2861372,
2018,1247,68998,896980,3096492,3096492,
2018,1248,13364,187091,1698999,1698999,
2018,1250,15381,215328,1614580,1614580,
2018,1335,18952,360087,1798822,1798822,
2018,1338,144763,2026678,12994273,9565259,
2018,1352,23849,357735,2179096,2179096,
2018,1386,57538,1035680,4212082,4212082,
2018,1396,84922,1188914,5675239,5675239,
2018,1437,200624,3009361,11120378,11120378,
2018,1136,24893,373395,1943732,1943732,
2018,1344,138455,1938363,9081267,9081267,
2018,1348,88132,1321974,4832740,4713547,
2018,1158,44519,667783,2422777,2422777,
2018,1155,65609,984131,11103355,6329356,
2018,1376,122594,2084102,11948781,9282730,
2018,1157,44454,622349,2315705,2315705,
2018,1354,12506,212605,909141,664303,
2018,1457,19370,309920,1804697,1433504,
2018,1459,17687,300679,1610673,1610673,
2018,1355,32969,461559,1656066,1656066,
2018,1122,12612,189173,1362961,1347568,
2018,1125,16966,237529,2688559,2688559,
2018,1252,13064,195963,1625556,1624416,
2018,1190,18755,243821,1565348,1565348,
2018,1272,233313,3033071,9725710,9725710,
2018,1292,36919,664535,2992258,2992258,
2018,1435,103851,1246214,9378279,7168389,
2018,1101,23106,369690,1143099,1143099,
2018,1124,141436,1980103,9097264,9097264,
2018,1394,40573,649170,1789263,1789263,
2018,1222,71725,932425,4750737,4750737,
2018,1249,29476,412658,1536478,1520948,
2018,1317,35558,533375,3281375,3281375,
2018,1341,11019,220378,930482,930482,
2018,1358,15396,230936,1135562,1135562,
2018,1374,122711,1595242,7269481,7269481,
2018,1372,31599,473992,1832582,1832582,
2018,1426,36455,546825,1793780,1793780,
2018,1400,213848,2993873,17567914,11430951,
2018,1431,58105,987792,5157556,4135511,
2018,1395,124335,1989355,12889761,15168356,
2018,1427,33291,499372,1993006,1993006,
2018,1411,4669,79370,1429460,1429460,
2018,1403,89326,1429220,8005272,7027324,
2018,1429,19466,583972,3291251,3291251,
2018,1428,98294,1572697,8754441,8454976,
2018,1451,30009,480151,1771275,1771275,
2018,1436,24487,391794,2138606,1763482,
2018,1206,49585,694184,3515918,3515918,
2018,1214,15518,232775,988748,988748,
2018,1241,34261,548171,2911439,2911439,
2018,1251,31020,496314,2856213,2856213,
2018,1255,16952,322093,1709008,1709008,
2018,1313,33331,433297,1512993,1512993,
2018,1330,71681,1075221,3628513,3628513,
2018,1347,21616,367468,2325900,1544246,
2018,1350,73534,1176543,4878508,4878508,
2018,1439,103463,1655408,9428524,9892883,
2018,1433,72794,1019117,8830848,6100756,
2018,1438,67126,1141144,8555125,8555125,
2018,1186,31764,476456,1784218,1784218,
2018,1211,127248,2163221,12131756,8874752,
2018,1450,61760,864639,5737509,4920986,
2018,1267,44078,749328,2512872,2512872,
2018,1452,201506,3022590,6846053,9453611,
2018,1266,291258,4368873,19327629,11803633,
2018,1453,26587,372218,1954390,1954390,
2018,1458,140206,2383494,23168473,9564602,
2018,1454,35680,570887,2241355,2241355,
