team,year,TeamID,lookup,herop_percentot
Savannah St. (MEAC),2017,0,2017-0,0.151691949
Oklahoma St. (Big 12),2017,1329,2017-1329,0.218457944
North Carolina (ACC),2017,1314,2017-1314,0.214788732
UNCW (CAA),2017,1423,2017-1423,0.20657277
Lipscomb (ASUN),2017,1252,2017-1252,0.24
Gonzaga (WCC),2017,1211,2017-1211,0.199763593
Omaha (Summit League),2017,0,2017-0,0.154946365
West Virginia (Big 12),2017,1452,2017-1452,0.155131265
Creighton (Big East),2017,1166,2017-1166,0.221556886
Florida St. (ACC),2017,1199,2017-1199,0.203614458
Kansas (Big 12),2017,1242,2017-1242,0.247883918
Marquette (Big East),2017,1266,2017-1266,0.15719468
Wake Forest (ACC),2017,1448,2017-1448,0.231796117
Louisiana (Sun Belt),2017,1418,2017-1418,0.193195626
Wichita St. (MVC),2017,1455,2017-1455,0.158343484
William & Mary (CAA),2017,0,2017-0,0.159118727
Rice (C-USA),2017,0,2017-0,0.159509202
UMBC (America East),2017,1420,2017-1420,0.233415233
Monmouth (MAAC),2017,1284,2017-1284,0.24137931
Arkansas (SEC),2017,1116,2017-1116,0.161290323
Duke (ACC),2017,1181,2017-1181,0.249689441
Iona (MAAC),2017,1233,2017-1233,0.222360248
Purdue (Big Ten),2017,1345,2017-1345,0.232298137
Iowa St. (Big 12),2017,1235,2017-1235,0.201492537
Indiana (Big Ten),2017,1231,2017-1231,0.211442786
BYU (WCC),2017,1140,2017-1140,0.25
Auburn (SEC),2017,1120,2017-1120,0.161892902
Iowa (Big Ten),2017,1234,2017-1234,0.251870324
Green Bay (Horizon),2017,1453,2017-1453,0.162297129
Montana St. (Big Sky),2017,1286,2017-1286,0.28875
Murray St. (OVC),2017,1293,2017-1293,0.27375
North Dakota (Big Sky),2017,1315,2017-1315,0.2375
ETSU (SoCon),2017,1190,2017-1190,0.239048811
Nevada (Mountain West),2017,1305,2017-1305,0.246867168
Winthrop (Big South),2017,1457,2017-1457,0.282308657
New Mexico St. (WAC),2017,1308,2017-1308,0.209535759
Oakland (Horizon),2017,1324,2017-1324,0.219143577
FGCU (ASUN),2017,1195,2017-1195,0.229219144
Houston Christian (Southland),2017,0,2017-0,0.16372796
Ball St. (MAC),2017,0,2017-0,0.16372796
Toledo (MAC),2017,0,2017-0,0.16372796
Samford (SoCon),2017,0,2017-0,0.16372796
Weber St. (Big Sky),2017,1451,2017-1451,0.261034048
Oregon (Pac-12),2017,1332,2017-1332,0.202020202
Eastern Wash. (Big Sky),2017,1186,2017-1186,0.254108723
Morehead St. (OVC),2017,1287,2017-1287,0.202531646
Virginia Tech (ACC),2017,1439,2017-1439,0.197468354
Utah (Pac-12),2017,1428,2017-1428,0.20278834
Southern California (Pac-12),2017,1425,2017-1425,0.164765526
Florida (SEC),2017,1196,2017-1196,0.164974619
USC Upstate (ASUN),2017,0,2017-0,0.165184244
Troy (Sun Belt),2017,1407,2017-1407,0.205844981
Arizona St. (Pac-12),2017,1113,2017-1113,0.231552163
Wofford (SoCon),2017,1459,2017-1459,0.236641221
Notre Dame (ACC),2017,1323,2017-1323,0.21656051
Canisius (MAAC),2017,0,2017-0,0.165605096
CSUN (Big West),2017,1169,2017-1169,0.211734694
Lamar University (Southland),2017,1249,2017-1249,0.201787995
UTRGV (WAC),2017,0,2017-0,0.166028097
Eastern Mich. (MAC),2017,0,2017-0,0.166028097
IUPUI (Summit League),2017,1237,2017-1237,0.215108835
Buffalo (MAC),2017,1138,2017-1138,0.224071703
UT Arlington (Sun Belt),2017,1426,2017-1426,0.222079589
Southern Utah (Big Sky),2017,0,2017-0,0.167095116
Wyoming (Mountain West),2017,1461,2017-1461,0.199228792
Louisiana Tech (C-USA),2017,0,2017-0,0.167095116
Ohio (MAC),2017,1325,2017-1325,0.167310167
Austin Peay (OVC),2017,1122,2017-1122,0.261261261
South Dakota (Summit League),2017,0,2017-0,0.167310167
Kent St. (MAC),2017,1245,2017-1245,0.240669241
Akron (MAC),2017,1103,2017-1103,0.208762887
Ole Miss (SEC),2017,1290,2017-1290,0.212628866
NC State (ACC),2017,1301,2017-1301,0.167525773
North Florida (ASUN),2017,1316,2017-1316,0.307989691
South Dakota St. (Summit League),2017,1355,2017-1355,0.326030928
Louisville (ACC),2017,1257,2017-1257,0.20516129
Villanova (Big East),2017,1437,2017-1437,0.241290323
Jacksonville (ASUN),2017,0,2017-0,0.167741935
St. Bonaventure (Atlantic 10),2017,1382,2017-1382,0.26873385
Belmont (OVC),2017,1125,2017-1125,0.266149871
Utah Valley (WAC),2017,0,2017-0,0.168175938
Kansas City (WAC),2017,0,2017-0,0.168175938
Hofstra (CAA),2017,0,2017-0,0.168175938
Stetson (ASUN),2017,0,2017-0,0.168393782
UT Martin (OVC),2017,0,2017-0,0.168393782
St. John's (NY) (Big East),2017,1385,2017-1385,0.227979275
UNC Asheville (Big South),2017,1421,2017-1421,0.230569948
Gardner-Webb (Big South),2017,1205,2017-1205,0.168393782
Wright St. (Horizon),2017,1460,2017-1460,0.246753247
Detroit Mercy (Horizon),2017,1178,2017-1178,0.168831169
Youngstown St. (Horizon),2017,0,2017-0,0.169050715
Butler (Big East),2017,1139,2017-1139,0.209362809
Dayton (Atlantic 10),2017,1173,2017-1173,0.2109375
Quinnipiac (MAAC),2017,0,2017-0,0.169491525
Charlotte (C-USA),2017,1150,2017-1150,0.253263708
Ga. Southern (Sun Belt),2017,0,2017-0,0.169934641
Washington (Pac-12),2017,1449,2017-1449,0.303267974
UIC (Horizon),2017,0,2017-0,0.170157068
Lehigh (Patriot),2017,1250,2017-1250,0.267015707
Syracuse (ACC),2017,1393,2017-1393,0.234293194
Northern Ky. (Horizon),2017,1297,2017-1297,0.215505913
Boise St. (Mountain West),2017,1129,2017-1129,0.226018397
Northwestern St. (Southland),2017,1322,2017-1322,0.171052632
Bucknell (Patriot),2017,1137,2017-1137,0.210803689
Western Mich. (MAC),2017,1444,2017-1444,0.251646904
Brown (Ivy League),2017,0,2017-0,0.171503958
Denver (Summit League),2017,0,2017-0,0.171503958
Rider (MAAC),2017,0,2017-0,0.171730515
Saint Francis (PA) (NEC),2017,0,2017-0,0.171957672
La Salle (Atlantic 10),2017,1247,2017-1247,0.231481481
A&M-Corpus Christi (Southland),2017,1394,2017-1394,0.287037037
Minnesota (Big Ten),2017,1278,2017-1278,0.171957672
Long Beach St. (Big West),2017,1253,2017-1253,0.171957672
Colorado (Pac-12),2017,1160,2017-1160,0.224867725
LSU (SEC),2017,1261,2017-1261,0.23015873
Texas Southern (SWAC),2017,1411,2017-1411,0.234748011
Valparaiso (Horizon),2017,1434,2017-1434,0.305444887
Arizona (Pac-12),2017,1112,2017-1112,0.17287234
Xavier (Big East),2017,1462,2017-1462,0.239680426
Elon (CAA),2017,0,2017-0,0.17310253
Oral Roberts (Summit League),2017,1331,2017-1331,0.231691079
Clemson (ACC),2017,1155,2017-1155,0.233022636
Central Ark. (Southland),2017,0,2017-0,0.173333333
Tennessee (SEC),2017,1397,2017-1397,0.173333333
Kennesaw St. (ASUN),2017,0,2017-0,0.173333333
UNC Greensboro (SoCon),2017,1422,2017-1422,0.173333333
Siena (MAAC),2017,1373,2017-1373,0.224
Sam Houston (Southland),2017,1358,2017-1358,0.173564753
Drexel (CAA),2017,1180,2017-1180,0.208277704
George Mason (),2017,1206,2017-1206,0.232620321
North Dakota St. (Summit League),2017,1295,2017-1295,0.223262032
Eastern Ill. (OVC),2017,0,2017-0,0.173796791
Yale (Ivy League),2017,1463,2017-1463,0.173796791
VCU (Atlantic 10),2017,1433,2017-1433,0.173796791
Nicholls (Southland),2017,0,2017-0,0.174029451
Cincinnati (AAC),2017,1153,2017-1153,0.174029451
N.C. Central (MEAC),2017,1300,2017-1300,0.262382865
Chattanooga (SoCon),2017,1151,2017-1151,0.174262735
Montana (Big Sky),2017,1285,2017-1285,0.237265416
Michigan (Big Ten),2017,1276,2017-1276,0.174262735
Memphis (AAC),2017,1272,2017-1272,0.260053619
SMU (AAC),2017,1374,2017-1374,0.247989276
Southeast Mo. St. (OVC),2017,0,2017-0,0.174496644
Maryland (Big Ten),2017,1268,2017-1268,0.226845638
Furman (SoCon),2017,0,2017-0,0.174731183
Fresno St. (Mountain West),2017,1201,2017-1201,0.174966353
Charleston So. (Big South),2017,0,2017-0,0.174966353
Georgia St. (Sun Belt),2017,1209,2017-1209,0.174966353
Middle Tenn. (C-USA),2017,1292,2017-1292,0.235849057
Niagara (MAAC),2017,1310,2017-1310,0.229110512
Bryant (NEC),2017,1136,2017-1136,0.273584906
Towson (CAA),2017,0,2017-0,0.175202156
Richmond (Atlantic 10),2017,1350,2017-1350,0.251012146
New Mexico (Mountain West),2017,1307,2017-1307,0.255060729
Vermont (America East),2017,1436,2017-1436,0.175438596
Georgetown (Big East),2017,1207,2017-1207,0.244264507
Davidson (Atlantic 10),2017,1172,2017-1172,0.297297297
Texas Tech (Big 12),2017,1403,2017-1403,0.175675676
Houston (AAC),2017,1222,2017-1222,0.235453315
App State (Sun Belt),2017,1111,2017-1111,0.224627876
Idaho (Big Sky),2017,0,2017-0,0.176151762
Seton Hall (Big East),2017,1371,2017-1371,0.230664858
TCU (Big 12),2017,1395,2017-1395,0.176630435
Bowling Green (MAC),2017,0,2017-0,0.176630435
San Jose St. (Mountain West),2017,0,2017-0,0.176870748
Cal St. Fullerton (Big West),2017,1168,2017-1168,0.238419619
Arkansas St. (Sun Belt),2017,1114,2017-1114,0.226158038
Loyola Chicago (MVC),2017,1260,2017-1260,0.177111717
Air Force (Mountain West),2017,1102,2017-1102,0.177353342
Oklahoma (Big 12),2017,1328,2017-1328,0.177353342
Ohio St. (Big Ten),2017,1326,2017-1326,0.177353342
New Orleans (Southland),2017,1309,2017-1309,0.269125683
Pittsburgh (ACC),2017,1338,2017-1338,0.270491803
Rhode Island (Atlantic 10),2017,1348,2017-1348,0.177838577
Boston U. (Patriot),2017,1131,2017-1131,0.177838577
Baylor (Big 12),2017,1124,2017-1124,0.239726027
Mississippi St. (SEC),2017,1280,2017-1280,0.227709191
Missouri St. (MVC),2017,0,2017-0,0.178571429
Fairleigh Dickinson (NEC),2017,1192,2017-1192,0.233516484
Sacred Heart (NEC),2017,0,2017-0,0.178817056
South Carolina (SEC),2017,1376,2017-1376,0.291609354
Army West Point (Patriot),2017,0,2017-0,0.179063361
Coastal Carolina (Sun Belt),2017,1157,2017-1157,0.179063361
NJIT (ASUN),2017,0,2017-0,0.179063361
Boston College (ACC),2017,1130,2017-1130,0.257931034
Kansas St. (Big 12),2017,1243,2017-1243,0.179310345
Georgia (SEC),2017,1208,2017-1208,0.257931034
Tennessee Tech (OVC),2017,0,2017-0,0.179558011
Colorado St. (Mountain West),2017,1161,2017-1161,0.179558011
Wisconsin (Big Ten),2017,1458,2017-1458,0.179558011
UAlbany (America East),2017,1107,2017-1107,0.25
Illinois (Big Ten),2017,1228,2017-1228,0.237897649
Massachusetts (Atlantic 10),2017,1269,2017-1269,0.179806362
Fairfield (MAAC),2017,0,2017-0,0.179806362
Penn St. (Big Ten),2017,1336,2017-1336,0.179806362
UAB (C-USA),2017,1412,2017-1412,0.180055402
NIU (MAC),2017,0,2017-0,0.180055402
Princeton (Ivy League),2017,1343,2017-1343,0.180305132
UMES (MEAC),2017,0,2017-0,0.180305132
Northeastern (CAA),2017,1318,2017-1318,0.296809986
Saint Mary's (CA) (WCC),2017,1388,2017-1388,0.233333333
Grambling (SWAC),2017,0,2017-0,0.180555556
Michigan St. (Big Ten),2017,1277,2017-1277,0.230555556
Southern U. (SWAC),2017,1380,2017-1380,0.244784423
Harvard (Ivy League),2017,1217,2017-1217,0.180806676
Western Ill. (Summit League),2017,0,2017-0,0.180806676
Columbia (Ivy League),2017,0,2017-0,0.180806676
Utah St. (Mountain West),2017,1429,2017-1429,0.231197772
Florida A&M (MEAC),2017,1197,2017-1197,0.225626741
Vanderbilt (SEC),2017,1435,2017-1435,0.181311018
Northern Colo. (Big Sky),2017,1294,2017-1294,0.269553073
Cornell (Ivy League),2017,1165,2017-1165,0.253146853
South Alabama (Sun Belt),2017,1375,2017-1375,0.181818182
Bethune-Cookman (MEAC),2017,0,2017-0,0.181818182
San Francisco (WCC),2017,1362,2017-1362,0.182072829
UC Davis (Big West),2017,1413,2017-1413,0.219887955
Northwestern (Big Ten),2017,1321,2017-1321,0.182072829
CSU Bakersfield (WAC),2017,1167,2017-1167,0.18258427
Drake (MVC),2017,1179,2017-1179,0.18258427
LIU (NEC),2017,1254,2017-1254,0.235955056
Texas A&M (SEC),2017,1401,2017-1401,0.18258427
New Hampshire (America East),2017,0,2017-0,0.18258427
Tennessee St. (OVC),2017,0,2017-0,0.182841069
Sacramento St. (Big Sky),2017,0,2017-0,0.182841069
Campbell (Big South),2017,0,2017-0,0.182841069
Southeastern La. (Southland),2017,1368,2017-1368,0.182841069
Temple (AAC),2017,1396,2017-1396,0.183098592
Eastern Ky. (OVC),2017,1184,2017-1184,0.260930889
Mercer (SoCon),2017,1273,2017-1273,0.242937853
Providence (Big East),2017,1344,2017-1344,0.228045326
Tulane (AAC),2017,0,2017-0,0.184135977
Manhattan (MAAC),2017,1264,2017-1264,0.184135977
UC Irvine (Big West),2017,1414,2017-1414,0.184135977
Washington St. (Pac-12),2017,1450,2017-1450,0.221276596
Duquesne (Atlantic 10),2017,0,2017-0,0.184397163
McNeese (Southland),2017,1270,2017-1270,0.184659091
LMU (CA) (WCC),2017,0,2017-0,0.184659091
George Washington (Atlantic 10),2017,1203,2017-1203,0.254261364
Miami (OH) (MAC),2017,1275,2017-1275,0.237553343
Seattle U (WAC),2017,0,2017-0,0.184921764
FIU (C-USA),2017,0,2017-0,0.184921764
Miami (FL) (ACC),2017,1274,2017-1274,0.185185185
Fla. Atlantic (C-USA),2017,1194,2017-1194,0.185449358
Nebraska (Big Ten),2017,1304,2017-1304,0.245714286
Indiana St. (MVC),2017,1232,2017-1232,0.227142857
SFA (Southland),2017,1372,2017-1372,0.186246418
Idaho St. (Big Sky),2017,0,2017-0,0.186246418
Mississippi Val. (SWAC),2017,1279,2017-1279,0.186246418
Jacksonville St. (OVC),2017,1240,2017-1240,0.18651363
Saint Joseph's (Atlantic 10),2017,1386,2017-1386,0.18651363
Norfolk St. (MEAC),2017,1313,2017-1313,0.281205165
Alcorn (SWAC),2017,1108,2017-1108,0.222381636
Western Ky. (C-USA),2017,1443,2017-1443,0.186781609
Hampton (MEAC),2017,1214,2017-1214,0.18705036
Marist (MAAC),2017,0,2017-0,0.18705036
Northern Ariz. (Big Sky),2017,0,2017-0,0.187319885
UNLV (Mountain West),2017,1424,2017-1424,0.187319885
Evansville (MVC),2017,0,2017-0,0.187590188
South Carolina St. (MEAC),2017,1354,2017-1354,0.233766234
North Texas (C-USA),2017,1317,2017-1317,0.187861272
UTEP (C-USA),2017,1431,2017-1431,0.242774566
Stony Brook (America East),2017,1392,2017-1392,0.187861272
Stanford (Pac-12),2017,1390,2017-1390,0.248914616
DePaul (Big East),2017,1177,2017-1177,0.225759768
Penn (Ivy League),2017,1335,2017-1335,0.188405797
Pepperdine (WCC),2017,1337,2017-1337,0.310144928
Prairie View (SWAC),2017,1341,2017-1341,0.188405797
Col. of Charleston (CAA),2017,1158,2017-1158,0.258345428
Illinois St. (MVC),2017,1227,2017-1227,0.188953488
High Point (Big South),2017,0,2017-0,0.188953488
VMI (SoCon),2017,0,2017-0,0.189504373
Southern Ill. (MVC),2017,1356,2017-1356,0.189781022
Alabama (SEC),2017,1104,2017-1104,0.19005848
Missouri (SEC),2017,1281,2017-1281,0.19005848
Mount St. Mary's (NEC),2017,1291,2017-1291,0.19033675
Delaware St. (MEAC),2017,1175,2017-1175,0.19033675
Little Rock (Sun Belt),2017,0,2017-0,0.19033675
Hawaii (Big West),2017,1218,2017-1218,0.19033675
San Diego St. (Mountain West),2017,1361,2017-1361,0.19033675
Wagner (NEC),2017,1447,2017-1447,0.190615836
SIUE (OVC),2017,0,2017-0,0.190895742
California (Pac-12),2017,1143,2017-1143,0.191176471
Binghamton (America East),2017,1127,2017-1127,0.191176471
Texas (Big 12),2017,1400,2017-1400,0.191740413
Tulsa (AAC),2017,1409,2017-1409,0.192023634
Texas St. (Sun Belt),2017,0,2017-0,0.192023634
Morgan St. (MEAC),2017,1288,2017-1288,0.313609467
Cal Poly (Big West),2017,1142,2017-1142,0.192307692
Longwood (Big South),2017,1255,2017-1255,0.254086181
Cleveland St. (Horizon),2017,1156,2017-1156,0.245535714
Portland (WCC),2017,0,2017-0,0.193740686
Dartmouth (Ivy League),2017,0,2017-0,0.193740686
Milwaukee (Horizon),2017,1454,2017-1454,0.193740686
Colgate (Patriot),2017,1159,2017-1159,0.194029851
Georgia Tech (ACC),2017,1210,2017-1210,0.231343284
UCF (AAC),2017,1416,2017-1416,0.257100149
ULM (Sun Belt),2017,0,2017-0,0.19431988
Pacific (WCC),2017,1334,2017-1334,0.194610778
Santa Clara (WCC),2017,0,2017-0,0.194610778
Hartford (America East),2017,1216,2017-1216,0.297904192
UConn (AAC),2017,1163,2017-1163,0.195195195
Virginia (ACC),2017,1438,2017-1438,0.195195195
Saint Peter's (MAAC),2017,1389,2017-1389,0.195488722
Lafayette (Patriot),2017,1248,2017-1248,0.240601504
James Madison (CAA),2017,1241,2017-1241,0.195488722
Coppin St. (MEAC),2017,1164,2017-1164,0.195783133
Liberty (Big South),2017,1251,2017-1251,0.195783133
UTSA (C-USA),2017,1427,2017-1427,0.243202417
Alabama St. (SWAC),2017,1106,2017-1106,0.197268589
Loyola Maryland (Patriot),2017,1259,2017-1259,0.197568389
Chicago St. (WAC),2017,0,2017-0,0.197869102
Rutgers (Big Ten),2017,1353,2017-1353,0.197869102
Bradley (MVC),2017,1133,2017-1133,0.198473282
Delaware (CAA),2017,1174,2017-1174,0.244648318
San Diego (WCC),2017,1360,2017-1360,0.238897397
Radford (Big South),2017,1347,2017-1347,0.199081164
Fordham (Atlantic 10),2017,0,2017-0,0.19969278
Navy (Patriot),2017,0,2017-0,0.200308166
South Fla. (AAC),2017,1378,2017-1378,0.200617284
UC Riverside (Big West),2017,0,2017-0,0.200927357
Maine (America East),2017,0,2017-0,0.200927357
Jackson St. (SWAC),2017,1238,2017-1238,0.20123839
Old Dominion (C-USA),2017,1330,2017-1330,0.201550388
Robert Morris (NEC),2017,1352,2017-1352,0.24378882
Howard (MEAC),2017,0,2017-0,0.202177294
N.C. A&T (MEAC),2017,1299,2017-1299,0.202177294
Oregon St. (Pac-12),2017,1333,2017-1333,0.253164557
Central Conn. St. (NEC),2017,1148,2017-1148,0.206349206
Southern Miss. (C-USA),2017,1379,2017-1379,0.207667732
East Carolina (AAC),2017,0,2017-0,0.208667737
St. Francis Brooklyn (NEC),2017,0,2017-0,0.209677419
UNI (MVC),2017,1320,2017-1320,0.210355987
Ark.-Pine Bluff (SWAC),2017,1115,2017-1115,0.210355987
Alabama A&M (SWAC),2017,1105,2017-1105,0.210696921
Saint Louis (Atlantic 10),2017,1387,2017-1387,0.211382114
American (Patriot),2017,1110,2017-1110,0.211382114
Western Caro. (SoCon),2017,0,2017-0,0.211726384
Presbyterian (Big South),2017,0,2017-0,0.212418301
UC Santa Barbara (Big West),2017,1364,2017-1364,0.213815789
Holy Cross (Patriot),2017,1221,2017-1221,0.215231788
Villanova (Big East),2018,1437,2018-1437,0.217889908
Savannah St. (MEAC),2018,0,2018-0,0.149425287
Portland St. (Big Sky),2018,1340,2018-1340,0.150637312
Buffalo (MAC),2018,1138,2018-1138,0.204225352
Oklahoma (Big 12),2018,1328,2018-1328,0.321596244
Duke (ACC),2018,1181,2018-1181,0.243243243
William & Mary (CAA),2018,0,2018-0,0.152941176
South Dakota St. (Summit League),2018,1355,2018-1355,0.2803298
Creighton (Big East),2018,1166,2018-1166,0.239386792
Xavier (Big East),2018,1462,2018-1462,0.229585799
Gonzaga (WCC),2018,1211,2018-1211,0.153846154
Marshall (C-USA),2018,1267,2018-1267,0.269822485
Louisiana (Sun Belt),2018,1418,2018-1418,0.207142857
Auburn (SEC),2018,1120,2018-1120,0.197619048
Niagara (MAAC),2018,1310,2018-1310,0.251789976
UNLV (Mountain West),2018,1424,2018-1424,0.204301075
TCU (Big 12),2018,1395,2018-1395,0.155502392
Nevada (Mountain West),2018,1305,2018-1305,0.233532934
Arizona St. (Pac-12),2018,1113,2018-1113,0.220359281
Wichita St. (AAC),2018,1455,2018-1455,0.156438026
Nicholls (Southland),2018,0,2018-0,0.156438026
North Carolina (ACC),2018,1314,2018-1314,0.212560386
Lipscomb (ASUN),2018,1252,2018-1252,0.267554479
The Citadel (SoCon),2018,0,2018-0,0.157575758
New Mexico (Mountain West),2018,1307,2018-1307,0.157958688
UCLA (Pac-12),2018,1417,2018-1417,0.244525547
Purdue Fort Wayne (Summit League),2018,0,2018-0,0.158343484
Arkansas (SEC),2018,1116,2018-1116,0.218292683
Bethune-Cookman (MEAC),2018,0,2018-0,0.158730159
SFA (Southland),2018,1372,2018-1372,0.158924205
Rider (MAAC),2018,0,2018-0,0.159118727
FGCU (ASUN),2018,1195,2018-1195,0.227662179
Florida St. (ACC),2018,1199,2018-1199,0.159118727
Marquette (Big East),2018,1266,2018-1266,0.249079755
Kansas (Big 12),2018,1242,2018-1242,0.21595092
Central Ark. (Southland),2018,0,2018-0,0.15970516
NC State (ACC),2018,1301,2018-1301,0.160098522
Purdue (Big Ten),2018,1345,2018-1345,0.22811344
Bucknell (Patriot),2018,1137,2018-1137,0.250308261
Arizona (Pac-12),2018,1112,2018-1112,0.245376079
South Dakota (Summit League),2018,0,2018-0,0.160493827
Michigan St. (Big Ten),2018,1277,2018-1277,0.208641975
North Florida (ASUN),2018,1316,2018-1316,0.160891089
West Virginia (Big 12),2018,1452,2018-1452,0.211442786
Northern Colo. (Big Sky),2018,1294,2018-1294,0.271481943
Toledo (MAC),2018,0,2018-0,0.162094763
Wyoming (Mountain West),2018,1461,2018-1461,0.24155194
Iona (MAAC),2018,1233,2018-1233,0.162907268
Virginia Tech (ACC),2018,1439,2018-1439,0.163111669
Iowa (Big Ten),2018,1234,2018-1234,0.163111669
Saint Francis (PA) (NEC),2018,0,2018-0,0.163316583
Butler (Big East),2018,1139,2018-1139,0.266331658
Winthrop (Big South),2018,1457,2018-1457,0.216352201
Hofstra (CAA),2018,0,2018-0,0.163522013
UNCW (CAA),2018,1423,2018-1423,0.222921914
Furman (SoCon),2018,0,2018-0,0.16372796
Weber St. (Big Sky),2018,1451,2018-1451,0.278688525
Seton Hall (Big East),2018,1371,2018-1371,0.228535354
Murray St. (OVC),2018,1293,2018-1293,0.276299113
Western Ky. (C-USA),2018,1443,2018-1443,0.164974619
Detroit Mercy (Horizon),2018,1178,2018-1178,0.226463104
UTSA (C-USA),2018,1427,2018-1427,0.234096692
Utah Valley (WAC),2018,0,2018-0,0.165605096
Boise St. (Mountain West),2018,1129,2018-1129,0.24872449
Georgetown (Big East),2018,1207,2018-1207,0.228607918
Northern Ky. (Horizon),2018,1297,2018-1297,0.215836526
Oregon (Pac-12),2018,1332,2018-1332,0.166028097
Southern California (Pac-12),2018,1425,2018-1425,0.203324808
UT Arlington (Sun Belt),2018,1426,2018-1426,0.269820972
Oakland (Horizon),2018,1324,2018-1324,0.331202046
Central Mich. (MAC),2018,1141,2018-1141,0.166453265
St. Bonaventure (Atlantic 10),2018,1382,2018-1382,0.262820513
Houston (AAC),2018,1222,2018-1222,0.232051282
Lehigh (Patriot),2018,1250,2018-1250,0.166880616
Fresno St. (Mountain West),2018,1201,2018-1201,0.231958763
Belmont (OVC),2018,1125,2018-1125,0.222938144
Samford (SoCon),2018,0,2018-0,0.167525773
LSU (SEC),2018,1261,2018-1261,0.201030928
Hampton (MEAC),2018,1214,2018-1214,0.252903226
LIU (NEC),2018,1254,2018-1254,0.269677419
San Diego St. (Mountain West),2018,1361,2018-1361,0.167958656
Montana (Big Sky),2018,1285,2018-1285,0.218346253
Texas Southern (SWAC),2018,1411,2018-1411,0.242542153
UAB (C-USA),2018,1412,2018-1412,0.221789883
Brown (Ivy League),2018,0,2018-0,0.168831169
Saint Mary's (CA) (WCC),2018,1388,2018-1388,0.277922078
Kentucky (SEC),2018,1246,2018-1246,0.204161248
Houston Christian (Southland),2018,0,2018-0,0.169270833
Davidson (Atlantic 10),2018,1172,2018-1172,0.27734375
Louisville (ACC),2018,1257,2018-1257,0.169270833
Oklahoma St. (Big 12),2018,1329,2018-1329,0.169491525
Boston College (ACC),2018,1130,2018-1130,0.27154047
Cornell (Ivy League),2018,1165,2018-1165,0.295039164
App State (Sun Belt),2018,1111,2018-1111,0.244125326
Penn (Ivy League),2018,1335,2018-1335,0.169712794
Ga. Southern (Sun Belt),2018,0,2018-0,0.169712794
Omaha (Summit League),2018,0,2018-0,0.169934641
Towson (CAA),2018,0,2018-0,0.170157068
UC Santa Barbara (Big West),2018,1364,2018-1364,0.253926702
Rhode Island (Atlantic 10),2018,1348,2018-1348,0.232984293
Columbia (Ivy League),2018,0,2018-0,0.170157068
Canisius (MAAC),2018,0,2018-0,0.170380079
Green Bay (Horizon),2018,1453,2018-1453,0.23853211
VCU (Atlantic 10),2018,1433,2018-1433,0.248031496
UMass Lowell (America East),2018,0,2018-0,0.170603675
Florida (SEC),2018,1196,2018-1196,0.170603675
Montana St. (Big Sky),2018,1286,2018-1286,0.229960578
UTRGV (WAC),2018,0,2018-0,0.171052632
Lamar University (Southland),2018,1249,2018-1249,0.171052632
Southeast Mo. St. (OVC),2018,0,2018-0,0.171052632
Fairfield (MAAC),2018,0,2018-0,0.171277997
Bowling Green (MAC),2018,0,2018-0,0.171277997
Campbell (Big South),2018,0,2018-0,0.171503958
North Dakota (Big Sky),2018,1315,2018-1315,0.218997361
Stanford (Pac-12),2018,1390,2018-1390,0.258575198
Ole Miss (SEC),2018,1290,2018-1290,0.171503958
Ohio St. (Big Ten),2018,1326,2018-1326,0.255936675
Illinois (Big Ten),2018,1228,2018-1228,0.171503958
Troy (Sun Belt),2018,1407,2018-1407,0.23878628
USC Upstate (ASUN),2018,0,2018-0,0.171503958
Baylor (Big 12),2018,1124,2018-1124,0.207397622
Texas Tech (Big 12),2018,1403,2018-1403,0.22985469
Cincinnati (AAC),2018,1153,2018-1153,0.171957672
Seattle U (WAC),2018,0,2018-0,0.171957672
Georgia St. (Sun Belt),2018,1209,2018-1209,0.284768212
Mercer (SoCon),2018,1273,2018-1273,0.17218543
N.C. A&T (MEAC),2018,1299,2018-1299,0.217218543
Ball St. (MAC),2018,0,2018-0,0.172413793
Stetson (ASUN),2018,0,2018-0,0.172413793
Monmouth (MAAC),2018,1284,2018-1284,0.172413793
Long Beach St. (Big West),2018,1253,2018-1253,0.24435591
Youngstown St. (Horizon),2018,0,2018-0,0.172642762
Louisiana Tech (C-USA),2018,0,2018-0,0.172642762
Prairie View (SWAC),2018,1341,2018-1341,0.249667995
Ohio (MAC),2018,1325,2018-1325,0.172642762
Wofford (SoCon),2018,1459,2018-1459,0.28685259
Notre Dame (ACC),2018,1323,2018-1323,0.22606383
ETSU (SoCon),2018,1190,2018-1190,0.17287234
Yale (Ivy League),2018,1463,2018-1463,0.17287234
Texas A&M (SEC),2018,1401,2018-1401,0.17287234
Minnesota (Big Ten),2018,1278,2018-1278,0.223404255
Southern Utah (Big Sky),2018,0,2018-0,0.17310253
Eastern Wash. (Big Sky),2018,1186,2018-1186,0.271637816
UIC (Horizon),2018,0,2018-0,0.17310253
Col. of Charleston (CAA),2018,1158,2018-1158,0.249001332
Idaho (Big Sky),2018,0,2018-0,0.17310253
Middle Tenn. (C-USA),2018,1292,2018-1292,0.28229028
Western Mich. (MAC),2018,1444,2018-1444,0.250332889
New Mexico St. (WAC),2018,1308,2018-1308,0.257333333
