team,year,TeamID,lookup,herop_percentot
Cal St. Fullerton (Big West),2022,1168,2022-1168,0.231205674
Denver (Summit League),2022,0,2022-0,0.184397163
Bradley (MVC),2022,1133,2022-1133,0.205673759
Florida (SEC),2022,1196,2022-1196,0.232624113
Mercer (SoCon),2022,1273,2022-1273,0.209929078
Indiana St. (MVC),2022,1232,2022-1232,0.212765957
Detroit Mercy (Horizon),2022,1178,2022-1178,0.339488636
Army West Point (Patriot),2022,0,2022-0,0.184659091
Georgia (SEC),2022,1208,2022-1208,0.21875
Charlotte (C-USA),2022,1150,2022-1150,0.281650071
UNLV (Mountain West),2022,1424,2022-1424,0.310099573
North Dakota (Summit League),2022,1315,2022-1315,0.210526316
UCF (AAC),2022,1416,2022-1416,0.185185185
Hartford (America East),2022,1216,2022-1216,0.232524964
Morehead St. (OVC),2022,1287,2022-1287,0.24
Northern Ky. (Horizon),2022,1297,2022-1297,0.234620887
Saint Mary's (CA) (WCC),2022,1388,2022-1388,0.186246418
Hawaii (Big West),2022,1218,2022-1218,0.212034384
Prairie View (SWAC),2022,1341,2022-1341,0.218077475
Cincinnati (AAC),2022,1153,2022-1153,0.208034433
Utah (Pac-12),2022,1428,2022-1428,0.18651363
Alabama St. (SWAC),2022,1106,2022-1106,0.18651363
Stetson (ASUN),2022,0,2022-0,0.18651363
Virginia Tech (ACC),2022,1439,2022-1439,0.221264368
Omaha (Summit League),2022,0,2022-0,0.186781609
High Point (Big South),2022,0,2022-0,0.18705036
Gardner-Webb (Big South),2022,1205,2022-1205,0.208633094
Vanderbilt (SEC),2022,1435,2022-1435,0.294964029
Robert Morris (Horizon),2022,1352,2022-1352,0.211815562
Marist (MAAC),2022,0,2022-0,0.187590188
LMU (CA) (WCC),2022,0,2022-0,0.187590188
Monmouth (MAAC),2022,1284,2022-1284,0.221098266
Boise St. (Mountain West),2022,1129,2022-1129,0.212427746
Troy (Sun Belt),2022,1407,2022-1407,0.187861272
Eastern Mich. (MAC),2022,0,2022-0,0.18813314
Canisius (MAAC),2022,0,2022-0,0.18813314
Dayton (Atlantic 10),2022,1173,2022-1173,0.18813314
Kansas St. (Big 12),2022,1243,2022-1243,0.251808973
Sam Houston (WAC),2022,1358,2022-1358,0.270622287
Creighton (Big East),2022,1166,2022-1166,0.207246377
UTEP (C-USA),2022,1431,2022-1431,0.288405797
Texas Southern (SWAC),2022,1411,2022-1411,0.188405797
UT Martin (OVC),2022,0,2022-0,0.188679245
East Carolina (AAC),2022,0,2022-0,0.188679245
Oklahoma (Big 12),2022,1328,2022-1328,0.188953488
New Hampshire (America East),2022,0,2022-0,0.188953488
UC Davis (Big West),2022,1413,2022-1413,0.224489796
Texas (Big 12),2022,1400,2022-1400,0.189504373
Saint Francis (PA) (NEC),2022,0,2022-0,0.189504373
Binghamton (America East),2022,1127,2022-1127,0.189504373
Wichita St. (AAC),2022,1455,2022-1455,0.217518248
North Florida (ASUN),2022,1316,2022-1316,0.189781022
West Virginia (Big 12),2022,1452,2022-1452,0.267153285
Charleston So. (Big South),2022,0,2022-0,0.189781022
Lehigh (Patriot),2022,1250,2022-1250,0.19005848
Georgia Tech (ACC),2022,1210,2022-1210,0.263157895
TCU (Big 12),2022,1395,2022-1395,0.220760234
Ole Miss (SEC),2022,1290,2022-1290,0.19005848
Oklahoma St. (Big 12),2022,1329,2022-1329,0.19005848
Dartmouth (Ivy League),2022,0,2022-0,0.19005848
La Salle (Atlantic 10),2022,1247,2022-1247,0.190615836
Pepperdine (WCC),2022,1337,2022-1337,0.190615836
Oregon St. (Pac-12),2022,1333,2022-1333,0.190615836
Saint Joseph's (Atlantic 10),2022,1386,2022-1386,0.208823529
Fairfield (MAAC),2022,0,2022-0,0.191458027
Presbyterian (Big South),2022,0,2022-0,0.191740413
Lafayette (Patriot),2022,1248,2022-1248,0.216814159
Niagara (MAAC),2022,1310,2022-1310,0.267355982
N.C. A&T (Big South),2022,1299,2022-1299,0.192023634
Rutgers (Big Ten),2022,1353,2022-1353,0.231905465
George Washington (Atlantic 10),2022,1203,2022-1203,0.248153619
Minnesota (Big Ten),2022,1278,2022-1278,0.25739645
SIUE (OVC),2022,0,2022-0,0.192592593
Tulsa (AAC),2022,1409,2022-1409,0.24
UTSA (C-USA),2022,1427,2022-1427,0.21810089
Columbia (Ivy League),2022,0,2022-0,0.192878338
Louisville (ACC),2022,1257,2022-1257,0.193164933
Rider (MAAC),2022,0,2022-0,0.193164933
Iowa St. (Big 12),2022,1235,2022-1235,0.260029718
Northern Ariz. (Big Sky),2022,0,2022-0,0.193164933
St. Francis Brooklyn (NEC),2022,0,2022-0,0.193452381
Fairleigh Dickinson (NEC),2022,1192,2022-1192,0.211309524
Mississippi Val. (SWAC),2022,1279,2022-1279,0.208333333
UMES (MEAC),2022,0,2022-0,0.193452381
UT Arlington (Sun Belt),2022,1426,2022-1426,0.296130952
Coppin St. (MEAC),2022,1164,2022-1164,0.193740686
UIW (Southland),2022,0,2022-0,0.193740686
Elon (CAA),2022,0,2022-0,0.193740686
Rhode Island (Atlantic 10),2022,1348,2022-1348,0.194029851
Temple (AAC),2022,1396,2022-1396,0.226865672
Jacksonville (ASUN),2022,0,2022-0,0.194029851
App State (Sun Belt),2022,1111,2022-1111,0.260089686
Saint Peter's (MAAC),2022,1389,2022-1389,0.19431988
Alcorn (SWAC),2022,1108,2022-1108,0.194610778
Fordham (Atlantic 10),2022,0,2022-0,0.194610778
Little Rock (Sun Belt),2022,0,2022-0,0.194902549
UC Riverside (Big West),2022,0,2022-0,0.195195195
Old Dominion (C-USA),2022,1330,2022-1330,0.212030075
Ga. Southern (Sun Belt),2022,0,2022-0,0.195783133
Boston College (ACC),2022,1130,2022-1130,0.195783133
Ark.-Pine Bluff (SWAC),2022,1115,2022-1115,0.250377074
San Diego St. (Mountain West),2022,1361,2022-1361,0.268476621
Campbell (Big South),2022,0,2022-0,0.196374622
VCU (Atlantic 10),2022,1433,2022-1433,0.19667171
Loyola Maryland (Patriot),2022,1259,2022-1259,0.285930408
Mount St. Mary's (NEC),2022,1291,2022-1291,0.19667171
UC Irvine (Big West),2022,1414,2022-1414,0.19667171
Siena (MAAC),2022,1373,2022-1373,0.213313162
Grambling (SWAC),2022,0,2022-0,0.196969697
Sacramento St. (Big Sky),2022,0,2022-0,0.197268589
Pacific (WCC),2022,1334,2022-1334,0.197268589
San Diego (WCC),2022,1360,2022-1360,0.197568389
North Texas (C-USA),2022,1317,2022-1317,0.197568389
Stanford (Pac-12),2022,1390,2022-1390,0.197568389
Central Mich. (MAC),2022,1141,2022-1141,0.197568389
Western Mich. (MAC),2022,1444,2022-1444,0.302752294
Florida A&M (SWAC),2022,1197,2022-1197,0.288990826
Arizona St. (Pac-12),2022,1113,2022-1113,0.199386503
Holy Cross (Patriot),2022,1221,2022-1221,0.248466258
Navy (Patriot),2022,0,2022-0,0.199386503
Missouri (SEC),2022,1281,2022-1281,0.199386503
Fresno St. (Mountain West),2022,1201,2022-1201,0.294930876
UNC Greensboro (SoCon),2022,1422,2022-1422,0.2
Duquesne (Atlantic 10),2022,0,2022-0,0.200617284
Idaho St. (Big Sky),2022,0,2022-0,0.200617284
Milwaukee (Horizon),2022,1454,2022-1454,0.220679012
Hampton (Big South),2022,1214,2022-1214,0.234567901
Penn St. (Big Ten),2022,1336,2022-1336,0.200927357
Austin Peay (OVC),2022,1122,2022-1122,0.200927357
Southern Miss. (C-USA),2022,1379,2022-1379,0.221705426
CSU Bakersfield (Big West),2022,1167,2022-1167,0.201863354
Northeastern (CAA),2022,1318,2022-1318,0.202177294
San Jose St. (Mountain West),2022,0,2022-0,0.202492212
NIU (MAC),2022,0,2022-0,0.202808112
Southern Ill. (MVC),2022,1356,2022-1356,0.2359375
William & Mary (CAA),2022,0,2022-0,0.203442879
Virginia (ACC),2022,1438,2022-1438,0.238993711
American (Patriot),2022,1110,2022-1110,0.204724409
Bethune-Cookman (SWAC),2022,0,2022-0,0.205047319
California (Pac-12),2022,1143,2022-1143,0.22943038
Radford (Big South),2022,1347,2022-1347,0.205696203
Butler (Big East),2022,1139,2022-1139,0.206022187
NJIT (America East),2022,0,2022-0,0.206349206
Delaware St. (MEAC),2022,1175,2022-1175,0.261980831
Chicago St. (WAC),2022,0,2022-0,0.207667732
Maine (America East),2022,0,2022-0,0.208333333
CSUN (Big West),2022,1169,2022-1169,0.238325282
Pittsburgh (ACC),2022,1338,2022-1338,0.237096774
UAlbany (America East),2022,1107,2022-1107,0.210355987
Central Conn. St. (NEC),2022,1148,2022-1148,0.210355987
Cal Poly (Big West),2022,1142,2022-1142,0.210355987
Green Bay (Horizon),2022,1453,2022-1453,0.210696921
Alabama A&M (SWAC),2022,1105,2022-1105,0.258957655
Lamar University (WAC),2022,1249,2022-1249,0.212071778
Jackson St. (SWAC),2022,1238,2022-1238,0.212071778
Evansville (MVC),2022,0,2022-0,0.219594595
Air Force (Mountain West),2022,1102,2022-1102,0.247038917
South Fla. (AAC),2022,1378,2022-1378,0.226480836
Eastern Ill. (OVC),2022,0,2022-0,0.230905861
IUPUI (Horizon),2022,1237,2022-1237,0.248091603
Gonzaga (WCC),2023,1211,2023-1211,0.238857143
Toledo (MAC),2023,0,2023-0,0.151691949
Oral Roberts (Summit League),2023,1331,2023-1331,0.263657957
Arizona (Pac-12),2023,1112,2023-1112,0.239470517
Southern Utah (WAC),2023,0,2023-0,0.156626506
Alabama (SEC),2023,1104,2023-1104,0.236714976
Cornell (Ivy League),2023,1165,2023-1165,0.157575758
Youngstown St. (Horizon),2023,0,2023-0,0.157575758
UAB (C-USA),2023,1412,2023-1412,0.282238443
Xavier (Big East),2023,1462,2023-1462,0.204628502
Furman (SoCon),2023,1202,2023-1202,0.219244823
Marshall (Sun Belt),2023,1267,2023-1267,0.270171149
New Mexico (Mountain West),2023,1307,2023-1307,0.21007371
Marquette (Big East),2023,1266,2023-1266,0.188888889
Col. of Charleston (CAA),2023,1158,2023-1158,0.152227723
Tulane (AAC),2023,0,2023-0,0.160891089
Iowa (Big Ten),2023,1234,2023-1234,0.254342432
James Madison (Sun Belt),2023,1241,2023-1241,0.161490683
UT Martin (OVC),2023,0,2023-0,0.161490683
A&M-Corpus Christi (Southland),2023,1394,2023-1394,0.195273632
Missouri (SEC),2023,1281,2023-1281,0.198501873
Wright St. (Horizon),2023,1460,2023-1460,0.254067584
Miami (FL) (ACC),2023,1274,2023-1274,0.199748744
Memphis (AAC),2023,1272,2023-1272,0.270440252
Indiana St. (MVC),2023,1232,2023-1232,0.197732997
Bryant (America East),2023,1136,2023-1136,0.215365239
Fla. Atlantic (C-USA),2023,1194,2023-1194,0.170239596
Utah St. (Mountain West),2023,1429,2023-1429,0.206068268
UConn (Big East),2023,1163,2023-1163,0.213924051
NC State (ACC),2023,1301,2023-1301,0.224334601
Texas (Big 12),2023,1400,2023-1400,0.205583756
Samford (SoCon),2023,0,2023-0,0.165184244
UTRGV (WAC),2023,0,2023-0,0.165184244
Ohio (MAC),2023,1325,2023-1325,0.202290076
UMass Lowell (America East),2023,0,2023-0,0.165394402
Colgate (Patriot),2023,1159,2023-1159,0.176844784
Providence (Big East),2023,1344,2023-1344,0.205095541
Milwaukee (Horizon),2023,1454,2023-1454,0.222222222
Tennessee St. (OVC),2023,0,2023-0,0.166453265
Louisiana (Sun Belt),2023,1418,2023-1418,0.248717949
Pepperdine (WCC),2023,1337,2023-1337,0.219230769
Cincinnati (AAC),2023,1153,2023-1153,0.211810013
FDU (NEC),2023,1192,2023-1192,0.214652956
Portland (WCC),2023,0,2023-0,0.167095116
Southeast Mo. St. (OVC),2023,0,2023-0,0.167310167
Southeastern La. (Southland),2023,1368,2023-1368,0.184278351
Houston Christian (Southland),2023,0,2023-0,0.167525773
Santa Clara (WCC),2023,0,2023-0,0.167525773
St. John's (NY) (Big East),2023,1385,2023-1385,0.197164948
Buffalo (MAC),2023,1138,2023-1138,0.19483871
Eastern Ky. (ASUN),2023,1184,2023-1184,0.214470284
Baylor (Big 12),2023,1124,2023-1124,0.20698577
Chattanooga (SoCon),2023,1151,2023-1151,0.168393782
Rice (C-USA),2023,0,2023-0,0.168393782
San Diego (WCC),2023,1360,2023-1360,0.224383917
Eastern Wash. (Big Sky),2023,1186,2023-1186,0.19844358
Creighton (Big East),2023,1166,2023-1166,0.196614583
West Virginia (Big 12),2023,1452,2023-1452,0.203125
Wake Forest (ACC),2023,1448,2023-1448,0.243489583
Utah Valley (WAC),2023,0,2023-0,0.169491525
North Carolina (ACC),2023,1314,2023-1314,0.219035202
Ball St. (MAC),2023,0,2023-0,0.169712794
Stetson (ASUN),2023,0,2023-0,0.169712794
Detroit Mercy (Horizon),2023,1178,2023-1178,0.368146214
Iona (MAAC),2023,1233,2023-1233,0.218015666
Yale (Ivy League),2023,1463,2023-1463,0.189542484
Long Beach St. (Big West),2023,1253,2023-1253,0.184313725
Belmont (MVC),2023,1125,2023-1125,0.245751634
Norfolk St. (MEAC),2023,1313,2023-1313,0.226439791
Lipscomb (ASUN),2023,1252,2023-1252,0.231675393
Pittsburgh (ACC),2023,1338,2023-1338,0.208387942
George Washington (Atlantic 10),2023,1203,2023-1203,0.283093054
North Florida (ASUN),2023,1316,2023-1316,0.216535433
Portland St. (Big Sky),2023,1340,2023-1340,0.237532808
San Francisco (WCC),2023,1362,2023-1362,0.233595801
Princeton (Ivy League),2023,1343,2023-1343,0.190789474
Houston (AAC),2023,1222,2023-1222,0.225
Kent St. (MAC),2023,1245,2023-1245,0.228947368
Bowling Green (MAC),2023,0,2023-0,0.171052632
N.C. Central (MEAC),2023,1300,2023-1300,0.213157895
Howard (MEAC),2023,0,2023-0,0.171503958
SFA (WAC),2023,1372,2023-1372,0.171503958
Pacific (WCC),2023,1334,2023-1334,0.171503958
Kansas St. (Big 12),2023,1243,2023-1243,0.234828496
Nicholls (Southland),2023,0,2023-0,0.171957672
Kansas (Big 12),2023,1242,2023-1242,0.260582011
BYU (WCC),2023,1140,2023-1140,0.17218543
TCU (Big 12),2023,1395,2023-1395,0.229139073
Clemson (ACC),2023,1155,2023-1155,0.20794702
UC Davis (Big West),2023,1413,2023-1413,0.298013245
Little Rock (OVC),2023,0,2023-0,0.172413793
Drake (MVC),2023,1179,2023-1179,0.252324037
LMU (CA) (WCC),2023,0,2023-0,0.172642762
Morgan St. (MEAC),2023,1288,2023-1288,0.248339973
Kennesaw St. (ASUN),2023,1244,2023-1244,0.195219124
Indiana (Big Ten),2023,1231,2023-1231,0.272244356
Saint Louis (Atlantic 10),2023,1387,2023-1387,0.172642762
Liberty (ASUN),2023,1251,2023-1251,0.299202128
Penn (Ivy League),2023,1335,2023-1335,0.31424767
Kentucky (SEC),2023,1246,2023-1246,0.218375499
UC Irvine (Big West),2023,1414,2023-1414,0.20505992
UNC Asheville (Big South),2023,1421,2023-1421,0.282666667
Abilene Christian (WAC),2023,#N/A,#N/A,0.173333333
North Ala. (ASUN),2023,#N/A,#N/A,0.173564753
Duquesne (Atlantic 10),2023,0,2023-0,0.173796791
Arkansas (SEC),2023,1116,2023-1116,0.220588235
Hofstra (CAA),2023,0,2023-0,0.174029451
Wofford (SoCon),2023,1459,2023-1459,0.222222222
Grand Canyon (WAC),2023,1213,2023-1213,0.238286479
Northwestern St. (Southland),2023,1322,2023-1322,0.261394102
SIUE (OVC),2023,0,2023-0,0.174262735
Illinois (Big Ten),2023,1228,2023-1228,0.22922252
High Point (Big South),2023,0,2023-0,0.174262735
Western Caro. (SoCon),2023,0,2023-0,0.174496644
UMBC (America East),2023,1420,2023-1420,0.174966353
Southern Miss. (Sun Belt),2023,1379,2023-1379,0.216981132
Virginia Tech (ACC),2023,1439,2023-1439,0.221024259
UNLV (Mountain West),2023,1424,2023-1424,0.257412399
UCLA (Pac-12),2023,1417,2023-1417,0.235849057
Syracuse (ACC),2023,1393,2023-1393,0.221322537
Montana St. (Big Sky),2023,1286,2023-1286,0.232746955
Purdue Fort Wayne (Horizon),2023,0,2023-0,0.175913396
Akron (MAC),2023,1103,2023-1103,0.2899729
Michigan (Big Ten),2023,1276,2023-1276,0.246612466
Winthrop (Big South),2023,1457,2023-1457,0.219512195
New Mexico St. (WAC),2023,1308,2023-1308,0.176390773
Tennessee Tech (OVC),2023,0,2023-0,0.176390773
Northern Ariz. (Big Sky),2023,0,2023-0,0.176630435
Miami (OH) (MAC),2023,1275,2023-1275,0.236413043
Northern Colo. (Big Sky),2023,1294,2023-1294,0.274456522
Quinnipiac (MAAC),2023,0,2023-0,0.177111717
Sam Houston (WAC),2023,1358,2023-1358,0.177111717
South Carolina St. (MEAC),2023,1354,2023-1354,0.177111717
Oakland (Horizon),2023,1324,2023-1324,0.26739427
Texas Tech (Big 12),2023,1403,2023-1403,0.196452933
Coastal Carolina (Sun Belt),2023,1157,2023-1157,0.177353342
Texas A&M (SEC),2023,1401,2023-1401,0.222373806
Purdue (Big Ten),2023,1345,2023-1345,0.299180328
Longwood (Big South),2023,1255,2023-1255,0.177595628
Troy (Sun Belt),2023,1407,2023-1407,0.177595628
New Orleans (Southland),2023,1309,2023-1309,0.24623803
FIU (C-USA),2023,0,2023-0,0.177838577
Army West Point (Patriot),2023,0,2023-0,0.177838577
Vermont (America East),2023,1436,2023-1436,0.184678523
Western Ill. (Summit League),2023,0,2023-0,0.178082192
Louisiana Tech (C-USA),2023,0,2023-0,0.178082192
Saint Francis (PA) (NEC),2023,0,2023-0,0.178082192
Idaho (Big Sky),2023,0,2023-0,0.178082192
Saint Joseph's (Atlantic 10),2023,1386,2023-1386,0.270233196
Central Ark. (ASUN),2023,0,2023-0,0.178326475
San Diego St. (Mountain West),2023,1361,2023-1361,0.176954733
North Dakota St. (Summit League),2023,1295,2023-1295,0.245879121
Ohio St. (Big Ten),2023,1326,2023-1326,0.223901099
Colorado St. (Mountain West),2023,1161,2023-1161,0.247252747
Southern California (Pac-12),2023,1425,2023-1425,0.248968363
Auburn (SEC),2023,1120,2023-1120,0.192572215
Denver (Summit League),2023,0,2023-0,0.178817056
Charleston So. (Big South),2023,0,2023-0,0.179063361
Coppin St. (MEAC),2023,1164,2023-1164,0.285517241
NIU (MAC),2023,0,2023-0,0.179310345
Nevada (Mountain West),2023,1305,2023-1305,0.233103448
South Fla. (AAC),2023,1378,2023-1378,0.229281768
Penn St. (Big Ten),2023,1336,2023-1336,0.248618785
Eastern Mich. (MAC),2023,0,2023-0,0.180055402
Fordham (Atlantic 10),2023,0,2023-0,0.180055402
Southern U. (SWAC),2023,1380,2023-1380,0.180055402
UC Riverside (Big West),2023,0,2023-0,0.180305132
North Dakota (Summit League),2023,1315,2023-1315,0.180305132
Boise St. (Mountain West),2023,1129,2023-1129,0.199722607
Florida (SEC),2023,1196,2023-1196,0.221914008
UNC Greensboro (SoCon),2023,1422,2023-1422,0.198335645
Vanderbilt (SEC),2023,1435,2023-1435,0.208333333
Western Ky. (C-USA),2023,1443,2023-1443,0.227777778
UCF (AAC),2023,1416,2023-1416,0.216666667
Tennessee (SEC),2023,1397,2023-1397,0.179415855
Duke (ACC),2023,1181,2023-1181,0.208913649
UC Santa Barbara (Big West),2023,1364,2023-1364,0.218662953
Towson (CAA),2023,0,2023-0,0.181058496
Seattle U (WAC),2023,0,2023-0,0.181311018
Cleveland St. (Horizon),2023,1156,2023-1156,0.218967922
Saint Mary's (CA) (WCC),2023,1388,2023-1388,0.205882353
Dartmouth (Ivy League),2023,0,2023-0,0.182072829
FGCU (ASUN),2023,1195,2023-1195,0.209269663
Oregon (Pac-12),2023,1332,2023-1332,0.183098592
VCU (Atlantic 10),2023,1433,2023-1433,0.183098592
South Alabama (Sun Belt),2023,1375,2023-1375,0.266572638
South Dakota St. (Summit League),2023,1355,2023-1355,0.256699577
Bradley (MVC),2023,1133,2023-1133,0.183356841
DePaul (Big East),2023,1177,2023-1177,0.221751412
UIW (Southland),2023,0,2023-0,0.183615819
N.C. A&T (CAA),2023,1299,2023-1299,0.244350282
Gardner-Webb (Big South),2023,1205,2023-1205,0.18387553
Maryland (Big Ten),2023,1268,2023-1268,0.230551627
Sacred Heart (NEC),2023,0,2023-0,0.18387553
Michigan St. (Big Ten),2023,1277,2023-1277,0.209631728
Wichita St. (AAC),2023,1455,2023-1455,0.19858156
Arizona St. (Pac-12),2023,1113,2023-1113,0.194326241
Murray St. (MVC),2023,1293,2023-1293,0.204545455
Davidson (Atlantic 10),2023,1172,2023-1172,0.234375
Middle Tenn. (C-USA),2023,1292,2023-1292,0.184659091
Chicago St. (DI Independent),2023,0,2023-0,0.184921764
Canisius (MAAC),2023,0,2023-0,0.184921764
SMU (AAC),2023,1374,2023-1374,0.246088193
App State (Sun Belt),2023,1111,2023-1111,0.185185185
Morehead St. (OVC),2023,1287,2023-1287,0.213675214
Rider (MAAC),2023,0,2023-0,0.185185185
UNI (MVC),2023,1320,2023-1320,0.255349501
Temple (AAC),2023,1396,2023-1396,0.255349501
La Salle (Atlantic 10),2023,1247,2023-1247,0.20256776
Colorado (Pac-12),2023,1160,2023-1160,0.228245364
California Baptist (WAC),2023,#N/A,#N/A,0.185714286
Stanford (Pac-12),2023,1390,2023-1390,0.185979971
UMES (MEAC),2023,0,2023-0,0.185979971
Jacksonville St. (ASUN),2023,1240,2023-1240,0.21888412
Western Mich. (MAC),2023,1444,2023-1444,0.247496423
Villanova (Big East),2023,1437,2023-1437,0.220630372
Campbell (Big South),2023,0,2023-0,0.186246418
Lehigh (Patriot),2023,1250,2023-1250,0.210601719
Massachusetts (Atlantic 10),2023,1269,2023-1269,0.186246418
Georgia Tech (ACC),2023,1210,2023-1210,0.206599713
Radford (Big South),2023,1347,2023-1347,0.18651363
Alabama A&M (SWAC),2023,1105,2023-1105,0.186781609
Delaware (CAA),2023,1174,2023-1174,0.295977011
Notre Dame (ACC),2023,1323,2023-1323,0.186781609
Texas Southern (SWAC),2023,1411,2023-1411,0.195402299
Brown (Ivy League),2023,0,2023-0,0.186781609
Georgetown (Big East),2023,1207,2023-1207,0.230215827
East Carolina (AAC),2023,0,2023-0,0.187319885
Navy (Patriot),2023,0,2023-0,0.187319885
VMI (SoCon),2023,0,2023-0,0.187319885
Florida St. (ACC),2023,1199,2023-1199,0.187590188
South Dakota (Summit League),2023,0,2023-0,0.187590188
Robert Morris (Horizon),2023,1352,2023-1352,0.223665224
UTSA (C-USA),2023,1427,2023-1427,0.187590188
Montana (Big Sky),2023,1285,2023-1285,0.232323232
